Symbol,AtomicMass,AtomicRadius,Electronegativity,IonizationEnergy,ElectronAffinity,Polarizability,results_per_total,results_per_cation,CationSites,CounterIonSites,results_per_counter_ion,res_per_volm_per_site,Result,SpaceGroup,SpaceGroupNumber,Total Sites,Volume,mid,Reduced Formula
Si,28.085,210.0,1.9,8.152,1.385,37.3,13.43033749854475,17.011760831490015,0.7894736842105263,0.21052631578947367,0.06379410311808756,0.0008677576357330582,0.8677576357330582,I-43d,220,38,588.1283021077287,569849,Li15Si4
Ge,72.63,211.0,2.01,7.9,1.35,40.0,8.119087079831449,16.238174159662897,0.5,0.5,0.0162381741596629,0.0005209808405456616,0.5209808405456616,I4_1/amd,141,12,187.0108022704497,8490,LiGe
Nd,144.24,229.0,1.14,5.525,,208.0,23.170369723304248,30.893826297738997,0.75,0.25,0.09268147889321698,0.0009398217856736373,0.9398217856736374,Fm-3m,225,4,98.61601455299906,976264,Li3Nd
Cl,35.45,175.0,3.16,12.968,3.617,14.6,3.733331912005381,7.466663824010762,0.5,0.5,0.0074666638240107625,0.00017607977752781475,0.17607977752781476,P6_3mc,186,4,84.81000974494391,1185319,LiCl
As,74.92159,185.0,2.18,9.815,0.81,30.0,6.268075356817489,12.536150713634978,0.5,0.5,0.012536150713634979,0.0003489665071969498,0.34896650719694977,P2_1/c,14,16,287.3892010859328,7943,LiAs
Sn,118.71,217.0,1.96,7.344,1.2,53.0,10.868066160317985,15.048091606594134,0.7222222222222222,0.2777777777777778,0.03912503817714475,0.0006109497136401929,0.6109497136401929,P-3m1,164,18,320.19851473558987,30769,Li13Sn5
Sm,150.4,229.0,1.17,5.644,,192.0,23.671212814576908,31.56161708610254,0.75,0.25,0.09468485125830763,0.0009895163111246779,0.9895163111246779,Fm-3m,225,4,95.68801463281532,977286,Li3Sm
F,18.99840316,135.0,3.98,17.423,3.339,3.74,7.52019889063393,15.04039778126786,0.5,0.5,0.01504039778126786,0.0008969683574399881,0.8969683574399882,Pm-3m,221,2,16.768036081221673,1009009,LiF
O,15.999,152.0,3.44,13.618,1.461,5.3,5.070593549243487,15.211780647730459,0.3333333333333333,0.6666666666666666,0.0076058903238652295,0.0005532819949668364,0.5532819949668364,C2/m,12,6,54.987441435329,1094135,LiO2
Si,28.085,210.0,1.9,8.152,1.385,37.3,10.971229962870447,15.673185661243497,0.7,0.3,0.03657076654290149,0.0007518275302760553,0.7518275302760553,C2,5,60,875.5649018738679,1201871,Li7Si3
Hg,200.59,209.0,2.0,10.438,,33.0,10.993987103830026,14.658649471773368,0.75,0.25,0.043975948415320106,0.0006297858277369434,0.6297858277369435,P6_3/mmc,194,8,139.65366154186788,1185205,Li3Hg
Re,186.207,217.0,1.9,7.88,0.15,62.0,19.377240046739004,25.836320062318674,0.75,0.25,0.07750896018695602,0.0013513563691092976,1.3513563691092976,P6_3/mmc,194,8,114.71283513177731,983152,Li3Re
B,10.81,192.0,2.04,8.298,0.277,20.5,4.087349206049575,49.048190472594904,0.08333333333333333,0.9166666666666666,0.004458926406599537,0.0005812691190895045,0.5812691190895045,F-43m,216,12,84.38120805286134,1103394,LiB11
Y,88.90584,219.0,1.22,6.217,0.307,162.0,19.015749697344873,25.354332929793166,0.75,0.25,0.0760629987893795,0.0008155510584675331,0.8155510584675331,P6_3/mmc,194,8,186.5315433035087,1185289,Li3Y
Pd,106.42,202.0,2.2,8.337,0.557,26.14,15.683218473336792,19.865410066226605,0.7894736842105263,0.21052631578947367,0.07449528774834976,0.0010125674643163593,1.0125674643163594,I-43d,220,38,588.5655257441691,1197547,Li15Pd4
As,74.92159,185.0,2.18,9.815,0.81,30.0,11.070981175613532,14.761308234151377,0.75,0.25,0.04428392470245413,0.0007308970596581354,0.7308970596581355,P-3c1,165,24,363.53073897848634,1191653,Li3As
Mg,24.305,173.0,1.31,7.646,,71.2,14.166760399110302,21.250140598665453,0.6666666666666666,0.3333333333333333,0.04250028119733091,0.0006945340011212243,0.6945340011212243,C2/m,12,6,122.38502687764853,1094601,Li2Mg
Te,127.6,206.0,2.1,9.01,1.971,38.0,0.8335548445610307,3.3342193782441227,0.25,0.75,0.0011114064594147076,2.6148900273416844e-05,0.026148900273416844,P6_3/mmc,194,8,255.01794288715948,1185477,LiTe3
C,12.011,170.0,2.55,11.26,1.263,11.3,0.8677979604993793,11.281373486491932,0.07692307692307693,0.9230769230769231,0.0009401144572076609,0.00010123982410578757,0.10123982410578757,P6/mmm,191,13,111.43217193565836,1021323,LiC12
Cd,112.41,158.0,1.69,8.994,,46.0,14.022663728890665,18.696884971854217,0.75,0.25,0.05609065491556266,0.0006901137597386521,0.6901137597386521,R-3m,166,4,81.27740408596452,1222495,Li3Cd
Mg,24.305,173.0,1.31,7.646,,71.2,13.953133768805975,41.85940130641792,0.3333333333333333,0.6666666666666666,0.02092970065320896,0.0006561205782664556,0.6561205782664556,Cmcm,63,6,127.59667260251209,1094579,LiMg2
Ga,69.723,187.0,1.81,5.999,0.3,50.0,16.24122378993965,21.65496505325287,0.75,0.25,0.0649648951597586,0.001043441158839886,1.043441158839886,Fm-3m,225,4,62.26023826009277,976023,Li3Ga
Y,88.90584,219.0,1.22,6.217,0.307,162.0,22.971573893675163,91.88629557470065,0.25,0.75,0.030628765191566886,0.000771672507032892,0.7716725070328919,Pm-3m,221,4,119.07421184150607,1185240,LiY3
Mg,24.305,173.0,1.31,7.646,,71.2,10.560254707300265,63.36152824380159,0.16666666666666666,0.8333333333333334,0.012672305648760318,0.00048070101478833266,0.48070101478833266,P-6m2,187,6,131.81068126453115,1094588,LiMg5
S,32.07,180.0,2.58,10.36,2.077,19.4,8.403507581630173,12.605261372445257,0.6666666666666666,0.3333333333333333,0.025210522744890516,0.0005455917509344803,0.5455917509344803,P1,1,33,508.28435312450006,723352,Li2S
Mg,24.305,173.0,1.31,7.646,,71.2,14.276104911575896,21.414157367363845,0.6666666666666666,0.3333333333333333,0.04282831473472769,0.0007063671366412868,0.7063671366412868,C2/m,12,6,121.26361070072579,976843,Li2Mg
Tl,204.383,196.0,1.62,6.108,0.2,66.0,15.769485214223728,22.077279299913222,0.7142857142857143,0.2857142857142857,0.055193198249783054,0.0008584229630093671,0.858422963009367,R-3m,166,7,128.59208252373085,12283,Li5Tl2
Ga,69.723,187.0,1.81,5.999,0.3,50.0,9.21857734132159,30.72859113773863,0.3,0.7,0.013169396201887984,0.0005279124804424119,0.5279124804424119,R-3m,166,20,349.2464256043369,567306,Li3Ga7
Mg,24.305,173.0,1.31,7.646,,71.2,14.368072696452453,43.10421808935735,0.3333333333333333,0.6666666666666666,0.021552109044678677,0.0006750337044106677,0.6750337044106677,C2/c,15,6,127.70982488048983,1094570,LiMg2
S,32.07,180.0,2.58,10.36,2.077,19.4,1.271359679368643,6.356798396843215,0.2,0.8,0.0015891995992108037,6.010933883206557e-06,0.006010933883206557,P1,1,10,2115.0784621347907,995393,LiS4
Mg,24.305,173.0,1.31,7.646,,71.2,15.819941281343251,21.093255041791004,0.75,0.25,0.063279765125373,0.0007859985721754807,0.7859985721754807,P6_3/mmc,194,8,161.01750655914748,1094598,Li3Mg
Bi,208.9804,207.0,2.02,7.289,0.946,53.0,6.175817001463321,12.351634002926643,0.5,0.5,0.012351634002926644,0.00025931727271344656,0.25931727271344657,P4/mmm,123,2,47.6313585812526,22902,LiBi
Tl,204.383,196.0,1.62,6.108,0.2,66.0,10.14643131152341,20.29286262304682,0.5,0.5,0.020292862623046817,0.00040226976614062785,0.40226976614062787,P6_3/mmc,194,8,201.78362214726044,1078753,LiTl
P,30.973762,180.0,2.19,10.487,0.746,25.0,0.5537644798519967,3.32258687911198,0.16666666666666666,0.8333333333333334,0.000664517375822396,2.822816643059842e-05,0.02822816643059842,Pna2_1,33,24,470.8186608267129,32760,LiP5
Ag,107.868,172.0,1.93,7.576,1.302,55.0,10.2165130193973,16.60183365652061,0.6153846153846154,0.38461538461538464,0.026562933850432978,0.0006250110460545323,0.6250110460545323,I-43m,217,26,424.9994302999144,1211140,Li8Ag5
Mg,24.305,173.0,1.31,7.646,,71.2,14.689833443029991,22.034750164544988,0.6666666666666666,0.3333333333333333,0.044069500329089975,0.0007283235597748761,0.7283235597748761,C2/c,15,6,121.01627013881524,1094607,Li2Mg
O,15.999,152.0,3.44,13.618,1.461,5.3,0.3814136394207488,3.4327227547867394,0.1111111111111111,0.8888888888888888,0.0004290903443483424,3.247498510735355e-05,0.03247498510735355,Cm,8,9,105.70359750555951,2766401,LiO8
K,39.0983,275.0,0.82,4.341,0.501,289.7,10.134718493435921,40.538873973743684,0.25,0.25,0.040538873973743686,0.00017805782591132915,0.17805782591132915,Fm-3m,225,4,227.67252024031566,1184876,K3Li
Ge,72.63,211.0,2.01,7.9,1.35,40.0,3.2319164712394586,12.927665884957834,0.25,0.75,0.004309221961652611,0.0001783976825828845,0.17839768258288452,I4/mmm,139,4,72.46543619730919,1185336,LiGe3
Ga,69.723,187.0,1.81,5.999,0.3,50.0,14.288148737756378,23.813581229593964,0.6,0.4,0.03572037184439095,0.0009719884092156298,0.9719884092156298,R-3m,166,5,73.49958395741857,9568,Li3Ga2
Te,127.6,206.0,2.1,9.01,1.971,38.0,1.8453047793033373,7.381219117213349,0.25,0.75,0.0024604063724044498,6.186671262899104e-05,0.06186671262899104,P3,143,48,1431.7009202951199,2750540,LiTe3
Zn,65.4,139.0,1.65,9.394,,38.67,7.507001341100956,30.028005364403825,0.25,0.75,0.010009335121467941,0.00050169720935135,0.50169720935135,P-6m2,187,4,59.85284511194984,1222288,LiZn3
Mg,24.305,173.0,1.31,7.646,,71.2,15.264562935513345,20.352750580684457,0.75,0.25,0.06105825174205338,0.000750066999518491,0.750066999518491,Imm2,44,4,81.40373030842579,1094591,Li3Mg
Mg,24.305,173.0,1.31,7.646,,71.2,15.318067815115535,30.63613563023107,0.5,0.5,0.03063613563023107,0.0007175891712074363,0.7175891712074363,Amm2,38,6,128.07942284865513,1094575,LiMg
Mg,24.305,173.0,1.31,7.646,,71.2,13.95569239922987,20.933538598844805,0.6666666666666666,0.3333333333333333,0.04186707719768961,0.0006807970084503279,0.6807970084503279,P-62m,189,6,122.99430425815187,1094576,Li2Mg
In,114.818,193.0,1.78,5.786,0.3,65.0,16.572253069131744,22.09633742550899,0.75,0.25,0.06628901227652698,0.0009277924018940378,0.9277924018940378,Fm-3m,225,4,71.4481085867933,867226,Li3In
Cr,51.996,189.0,1.66,6.767,0.666,83.0,22.040002281793498,29.386669709057998,0.75,0.25,0.08816000912717399,0.001207621575726165,1.207621575726165,P6_3/mmc,194,8,146.00601860588947,977229,Li3Cr
Sn,118.71,217.0,1.96,7.344,1.2,53.0,6.948462965151498,13.896925930302997,0.5,0.5,0.013896925930302997,0.0003392139466076155,0.33921394660761545,P2/m,10,6,122.90407929227818,569073,LiSn
Pb,207.0,202.0,2.33,7.417,0.36,57.0,11.381302168065933,15.649290481090656,0.7272727272727273,0.2727272727272727,0.04173144128290842,0.0006071655916390251,0.6071655916390251,C2/m,12,11,206.1946947796679,27587,Li8Pb3
Mg,24.305,173.0,1.31,7.646,,71.2,10.993090071690064,29.31490685784017,0.375,0.625,0.017588944114704103,0.0005208832113772163,0.5208832113772163,I4/mmm,139,8,168.8376946167923,1206428,Li3Mg5
Tl,204.383,196.0,1.62,6.108,0.2,66.0,16.637600642218025,22.18346752295737,0.75,0.25,0.0665504025688721,0.0009192793085211185,0.9192793085211185,Fm-3m,225,4,72.39410476445336,7396,Li3Tl
Mg,24.305,173.0,1.31,7.646,,71.2,15.214192701031974,18.25703124123837,0.8333333333333334,0.16666666666666666,0.09128515620619185,0.0007336137771862888,0.7336137771862887,P-6m2,187,6,124.43217268398102,1094590,Li5Mg
F,18.99840316,135.0,3.98,17.423,3.339,3.74,6.804654516291246,13.609309032582493,0.5,0.5,0.013609309032582492,0.0006977862684423011,0.6977862684423011,P6_3mc,186,4,39.007099016044414,1185301,LiF
B,10.81,192.0,2.04,8.298,0.277,20.5,4.470271553491795,53.64325864190153,0.08333333333333333,0.9166666666666666,0.0048766598765365024,0.0006134257559954943,0.6134257559954943,R3m,160,12,87.44865718076493,1180507,LiB11
Hg,200.59,209.0,2.0,10.438,,33.0,2.472333041167738,9.889332164670952,0.25,0.75,0.003296444054890317,0.00011220019840788289,0.11220019840788288,I4/mmm,139,4,88.14005950970005,1185337,LiHg3
Nb,92.90637,207.0,1.6,6.759,0.893,98.0,17.05088293891846,22.734510585224616,0.75,0.25,0.06820353175567384,0.0010651749327950403,1.0651749327950404,Fm-3m,225,4,64.03035750823238,1185184,Li3Nb
B,10.81,192.0,2.04,8.298,0.277,20.5,10.30352682721892,20.60705365443784,0.5,0.5,0.02060705365443784,0.0007614167749861952,0.7614167749861952,Pnma,62,8,108.25636803082756,16726,LiB
La,138.9055,240.0,1.1,5.577,0.5,215.0,18.595070953883422,24.79342793851123,0.75,0.25,0.07438028381553369,0.0007205893431933654,0.7205893431933654,Fm-3m,225,4,103.22145965399633,1185192,Li3La
Pd,106.42,202.0,2.2,8.337,0.557,26.14,11.051896954002856,22.103793908005713,0.5,0.5,0.022103793908005712,0.0008064632671393837,0.8064632671393838,P-6m2,187,2,27.408308361533148,2744,LiPd
U,238.0289,240.0,1.38,6.194,,180.0,14.77657667914276,29.55315335828552,0.5,0.5,0.02955315335828552,0.0007490035161095797,0.7490035161095797,P-6m2,187,2,39.45662833705827,1185249,LiU
Pd,106.42,202.0,2.2,8.337,0.557,26.14,6.977505949783681,27.910023799134724,0.25,0.75,0.00930334126637824,0.000489078973835409,0.489078973835409,Pm-3m,221,4,57.0664970122542,861936,LiPd3
Ba,137.33,268.0,0.89,5.212,,272.0,16.900297644644766,21.125372055805958,0.8,0.8,0.021125372055805957,0.000558669883663272,0.5586698836632721,P6_3/mmc,194,30,907.528657200597,210,BaLi4
Pd,106.42,202.0,2.2,8.337,0.557,26.14,9.945332081575403,19.890664163150806,0.5,0.5,0.019890664163150804,0.0007672126663299202,0.7672126663299202,Pm-3m,221,2,25.92588083601494,2743,LiPd
Dy,162.5,229.0,1.22,5.939,,163.0,20.47665398049,27.302205307319998,0.75,0.25,0.08190661592196,0.0008742357104904156,0.8742357104904156,P6_3/mmc,194,8,187.37879255930474,977188,Li3Dy
C,12.011,170.0,2.55,11.26,1.263,11.3,0.07776517316750133,1.4108824274675238,0.05511811023622047,0.9448818897637795,8.230147493560556e-05,7.702416781261786e-06,0.007702416781261785,Pm,6,127,1282.2179418152418,1223102,Li7C120
Mg,24.305,173.0,1.31,7.646,,71.2,16.187912030849617,32.375824061699234,0.5,0.5,0.032375824061699233,0.0007997658099296667,0.7997658099296666,Pmma,51,4,80.96326114402525,1185370,LiMg
Mg,24.305,173.0,1.31,7.646,,71.2,10.267369317929688,82.1389545434375,0.125,0.875,0.011734136363348215,0.0004668442118042829,0.46684421180428287,P-6m2,187,8,175.94510645421255,1016274,LiMg7
Ag,107.868,172.0,1.93,7.576,1.302,55.0,12.8799747345497,17.173299646066265,0.75,0.25,0.0515198989381988,0.0007846958718768587,0.7846958718768586,Fm-3m,225,4,65.65588119505712,865875,Li3Ag
Cu,63.55,140.0,1.9,7.726,1.228,46.5,11.42596011493739,45.70384045974956,0.25,0.75,0.015234613486583186,0.0009857670971279255,0.9857670971279255,Pm-3m,221,4,46.36373093899122,1185312,LiCu3
Dy,162.5,229.0,1.22,5.939,,163.0,27.56206420572396,110.24825682289584,0.25,0.75,0.03674941894096528,0.0009420089523046894,0.9420089523046894,P6_3/mmc,194,8,234.0705076170793,1185340,LiDy3
B,10.81,192.0,2.04,8.298,0.277,20.5,8.365147954689531,15.057266318441156,0.5555555555555556,0.4444444444444444,0.018821582898051446,0.0006930864837390364,0.6930864837390365,R3m,160,9,108.62472917673126,27658,Li5B4
Zn,65.4,139.0,1.65,9.394,,38.67,9.593414301515844,19.18682860303169,0.5,0.5,0.01918682860303169,0.0006884807773826892,0.6884807773826892,Fd-3m,227,4,55.736715485280044,1934,LiZn
Rh,102.9055,195.0,2.28,7.459,1.137,66.0,14.64587137559971,58.58348550239884,0.25,0.75,0.01952782850079961,0.0010694556936116733,1.0694556936116733,I4/mmm,139,4,54.778786865452794,1185455,LiRh3
S,32.07,180.0,2.58,10.36,2.077,19.4,8.46375537014308,12.695633055214621,0.6666666666666666,0.3333333333333333,0.02539126611042924,0.0005495031817508792,0.5495031817508792,R3m,160,33,508.284458562691,32899,Li2S
Sm,150.4,229.0,1.17,5.644,,192.0,28.703496449878475,114.8139857995139,0.25,0.75,0.03827132859983797,0.0009408493346050643,0.9408493346050643,Pm-3m,221,4,122.03227613240415,1185451,LiSm3
Mg,24.305,173.0,1.31,7.646,,71.2,13.1587475711844,26.3174951423688,0.5,0.5,0.026317495142368797,0.0006312647671527585,0.6312647671527585,C2,5,6,125.07031840730124,1094589,LiMg
P,30.973762,180.0,2.19,10.487,0.746,25.0,7.093060149840921,14.186120299681843,0.5,0.5,0.014186120299681844,0.0004566460511369256,0.4566460511369256,P2_1/c,14,16,248.52719543921998,9588,LiP
Ge,72.63,211.0,2.01,7.9,1.35,40.0,11.320998284687192,16.352553077881502,0.6923076923076923,0.3076923076923077,0.03679324442523338,0.0007186348727178022,0.7186348727178022,Cmcm,63,26,409.5904145156236,2362521,Li9Ge4
Mg,24.305,173.0,1.31,7.646,,71.2,16.023158157146128,32.046316314292255,0.5,0.5,0.03204631631429226,0.0007594763813093317,0.7594763813093317,Amm2,38,6,126.58583111845286,1094573,LiMg
Mg,24.305,173.0,1.31,7.646,,71.2,13.830150444738432,20.74522566710765,0.6666666666666666,0.3333333333333333,0.0414904513342153,0.000674110218150022,0.674110218150022,Cm,8,6,123.09693642703891,982380,Li2Mg
Tc,96.90636,209.0,1.9,7.28,0.55,79.0,16.82931838441555,22.439091179220732,0.75,0.25,0.0673172735376622,0.0011272317885980025,1.1272317885980025,Fm-3m,225,4,59.7191049956001,976334,Li3Tc
Sc,44.95591,211.0,1.36,6.561,0.188,97.0,14.143955881749367,18.858607842332493,0.75,0.25,0.05657582352699747,0.0006821336731198293,0.6821336731198293,P6_3/mmc,194,8,165.87899338920008,1185268,Li3Sc
Mg,24.305,173.0,1.31,7.646,,71.2,14.70387196591716,29.40774393183432,0.5,0.5,0.02940774393183432,0.0006815565647126556,0.6815565647126556,P-6m2,187,6,129.4437415223165,1094580,LiMg
Pb,207.0,202.0,2.33,7.417,0.36,57.0,0.1832720121264491,0.7330880485057965,0.25,0.75,0.00024436268283526547,5.2753109910667605e-06,0.005275310991066761,P4/mmm,123,4,138.96584480937932,1211148,LiPb3
Mg,24.305,173.0,1.31,7.646,,71.2,12.557554525187363,25.115109050374727,0.5,0.5,0.025115109050374725,0.0006002173204153521,0.6002173204153521,Cm,8,6,125.53007817066157,1100190,LiMg
Mg,24.305,173.0,1.31,7.646,,71.2,11.542573412355463,23.085146824710925,0.5,0.5,0.023085146824710925,0.0005561127353322107,0.5561127353322107,Cmmm,65,2,41.51163128986844,1222270,LiMg
Au,196.96657,166.0,2.54,9.226,2.309,36.06,1.665980628473616,6.663922513894464,0.25,0.75,0.002221307504631488,0.00010136299281281855,0.10136299281281855,I4/mmm,139,4,65.74315071971446,975909,LiAu3
S,32.07,180.0,2.58,10.36,2.077,19.4,10.408304638971204,15.612456958456807,0.6666666666666666,0.3333333333333333,0.031224913916913614,0.0007308675259958694,0.7308675259958695,Pnma,62,12,170.8923316814056,1125,Li2S
B,10.81,192.0,2.04,8.298,0.277,20.5,4.527853262147335,54.334239145768024,0.08333333333333333,0.9166666666666666,0.0049394762859789115,0.0006345498423508491,0.6345498423508491,F-43m,216,12,85.6264323452878,1103613,LiB11
Be,9.012183,153.0,1.57,9.323,,37.74,10.304488475470723,20.608976950941447,0.5,0.5,0.020608976950941448,0.0009012537124292705,0.9012537124292705,P2_1/m,11,4,45.73401843836248,2475638,LiBe
C,12.011,170.0,2.55,11.26,1.263,11.3,1.6718119868959147,11.702683908271403,0.14285714285714285,0.8571428571428571,0.0019504473180452337,0.0001996112222678112,0.19961122226781122,P6/mmm,191,7,58.62738464959816,1001581,LiC6
Mg,24.305,173.0,1.31,7.646,,71.2,13.744314021305827,41.232942063917484,0.3333333333333333,0.6666666666666666,0.020616471031958742,0.0006388238728322728,0.6388238728322728,C2/m,12,6,129.0901727924105,1094600,LiMg2
Si,28.085,210.0,1.9,8.152,1.385,37.3,11.704649974173561,15.306080735457732,0.7647058823529411,0.23529411764705882,0.04974476239023763,0.0007600303570714161,0.7600303570714161,Pbam,55,34,523.6081630414494,672287,Li13Si4
Au,196.96657,166.0,2.54,9.226,2.309,36.06,13.351861184557912,16.912357500440024,0.7894736842105263,0.21052631578947367,0.06342134062665009,0.0008280631744096034,0.8280631744096034,I-43d,220,38,612.7198270529883,567395,Li15Au4
Mg,24.305,173.0,1.31,7.646,,71.2,12.48785124648207,24.97570249296414,0.5,0.5,0.02497570249296414,0.0005938959448319117,0.5938959448319117,P-6m2,187,2,42.05400408994698,1094982,LiMg
Hg,200.59,209.0,2.0,10.438,,33.0,0.9014811654978749,3.6059246619914997,0.25,0.75,0.0012019748873304998,4.15050392851557e-05,0.0415050392851557,P6_3/mmc,194,8,173.75840255046623,1079267,LiHg3
Mg,24.305,173.0,1.31,7.646,,71.2,13.044897589966222,19.56734638494933,0.6666666666666666,0.3333333333333333,0.039134692769898664,0.0006276733559350331,0.6276733559350332,Cmcm,63,6,124.69763898644527,977218,Li2Mg
O,15.999,152.0,3.44,13.618,1.461,5.3,8.289885118178324,12.434827677267485,0.6666666666666666,0.3333333333333333,0.024869655354534972,0.0008438174384406763,0.8438174384406762,P1,1,102,1002.0749080710493,1245009,Li2O
Tm,168.93422,227.0,1.25,6.184,,144.0,12.961601538217078,17.282135384289436,0.75,0.25,0.05184640615286831,0.0005695019078036177,0.5695019078036176,P6_3/mmc,194,8,182.07632122892414,1185283,Li3Tm
O,15.999,152.0,3.44,13.618,1.461,5.3,5.323439470196591,10.646878940393181,0.5,0.5,0.010646878940393182,0.0006997039617769906,0.6997039617769906,P4/mmm,123,2,15.216262193734085,1097030,Li2O2
Ge,72.63,211.0,2.01,7.9,1.35,40.0,13.466462558514381,17.05751924078488,0.7894736842105263,0.21052631578947367,0.06396569715294331,0.0008607813912983927,0.8607813912983927,I-43d,220,38,594.4895909653269,1777,Li15Ge4
Zn,65.4,139.0,1.65,9.394,,38.67,15.065731075111607,20.087641433482144,0.75,0.25,0.06026292430044643,0.0009298871019567215,0.9298871019567215,P6_3/mmc,194,8,129.61342118551326,1185291,Li3Zn
Pb,207.0,202.0,2.33,7.417,0.36,57.0,3.1803518915765485,12.721407566306194,0.25,0.75,0.004240469188768731,0.00011383124698924183,0.11383124698924184,I4/mmm,139,4,111.75672675806223,1185275,LiPb3
Mo,95.95,209.0,2.16,7.092,0.746,87.0,15.397677940213278,20.530237253617702,0.75,0.25,0.06159071176085311,0.0009514619028137802,0.9514619028137803,Pm-3m,221,4,64.73271455085009,1185187,Li3Mo
Ba,137.33,268.0,0.89,5.212,,272.0,17.643917260046667,25.262881531430455,0.6984126984126984,0.6984126984126984,0.025262881531430456,0.0005246322047117423,0.5246322047117423,I-42d,122,126,4237.508781961593,569841,Ba19Li44
Sm,150.4,229.0,1.17,5.644,,192.0,11.374089210299474,15.165452280399297,0.75,0.25,0.04549635684119789,0.0004644138456195457,0.4644138456195457,P6_3/mmc,194,8,195.93023451100612,1185272,Li3Sm
Al,26.981538,184.0,1.61,5.986,0.441,57.8,9.128993196637879,36.515972786551515,0.25,0.75,0.012171990928850504,0.0005717520602253614,0.5717520602253614,I4/mmm,139,4,63.86679703813993,975906,LiAl3
Mg,24.305,173.0,1.31,7.646,,71.2,12.561523811112382,37.68457143333714,0.3333333333333333,0.6666666666666666,0.018842285716668572,0.0006068680182000217,0.6068680182000217,C2/m,12,6,124.1936312449289,973455,LiMg2
Mg,24.305,173.0,1.31,7.646,,71.2,16.908801578543603,25.363202367815404,0.6666666666666666,0.3333333333333333,0.05072640473563081,0.0007984629065361207,0.7984629065361207,P-3m1,164,6,127.0601409793507,1094569,Li2Mg
Ga,69.723,187.0,1.81,5.999,0.3,50.0,10.108560563869018,30.325681691607052,0.3333333333333333,0.6666666666666666,0.015162840845803527,0.0005189952700756086,0.5189952700756086,Fd-3m,227,12,233.7260737439023,1210887,LiGa2
Cd,112.41,158.0,1.69,8.994,,46.0,3.691725880023856,14.766903520095424,0.25,0.75,0.004922301173365141,0.00018837332865011833,0.18837332865011833,P6_3/mmc,194,8,156.78337932354785,865612,LiCd3
Pt,195.08,209.0,2.28,9.0,2.128,48.0,8.162482088122937,16.324964176245874,0.5,0.5,0.016324964176245873,0.0005993061155997292,0.5993061155997292,P-6m2,187,2,27.239775719474153,11807,LiPt
Sb,121.76,206.0,2.05,8.64,1.07,43.0,8.134486465650795,12.201729698476193,0.6666666666666666,0.3333333333333333,0.024403459396952387,0.00040712516697342244,0.40712516697342244,P-62c,190,18,359.6455543886159,9563,Li2Sb
Al,26.981538,184.0,1.61,5.986,0.441,57.8,15.664719290837022,23.497078936255534,0.6666666666666666,0.3333333333333333,0.046994157872511065,0.0009572912946229873,0.9572912946229873,Cmcm,63,6,98.18152141667372,1210753,Li2Al
B,10.81,192.0,2.04,8.298,0.277,20.5,10.268236172928775,20.53647234585755,0.5,0.5,0.02053647234585755,0.0007566118951058879,0.7566118951058879,Imma,74,4,54.28535416558174,1205309,LiB
As,74.92159,185.0,2.18,9.815,0.81,30.0,11.16041590118046,15.29390327198804,0.7297297297297297,0.2702702702702703,0.041293538834367705,0.0007269349953895763,0.7269349953895763,C2/m,12,37,568.0499507695021,676620,Li27As10
Te,127.6,206.0,2.1,9.01,1.971,38.0,1.834113862109107,7.336455448436428,0.25,0.75,0.0024454851494788094,6.13267529012099e-05,0.0613267529012099,P-3c1,165,48,1435.5474766951222,27466,LiTe3
Pu,244.0642,243.0,1.28,6.06,,145.0,16.137856404332478,21.5171418724433,0.75,0.25,0.0645514256173299,0.0006797189833175476,0.6797189833175475,I4/mmm,139,4,94.96781346648532,1185258,Li3Pu
Na,22.9897693,227.0,0.93,5.139,0.548,162.7,17.54710864739838,23.39614486319784,0.75,0.75,0.02339614486319784,0.0007014781136197275,0.7014781136197276,P6_3/mmc,194,8,200.1158217963812,973316,NaLi3
Lu,174.9667,221.0,1.27,5.426,,137.0,12.88781391316882,17.183751884225092,0.75,0.25,0.05155125565267528,0.0005779692783968845,0.5779692783968845,P6_3/mmc,194,8,178.3875288169751,1185208,Li3Lu
Rb,85.468,303.0,0.82,4.177,0.468,319.8,8.817712846063753,35.27085138425501,0.25,0.25,0.03527085138425501,0.00012575370269062055,0.12575370269062056,Pm-3m,221,4,280.4756490632201,974938,Rb3Li
Pm,144.91276,236.0,,5.55,,200.0,23.696763315383585,31.59568442051145,0.75,0.25,0.09478705326153435,0.0009801757667821209,0.9801757667821209,Fm-3m,225,4,96.70413865945346,1185191,Li3Pm
Mg,24.305,173.0,1.31,7.646,,71.2,16.42522266952606,19.71026720343127,0.8333333333333334,0.16666666666666666,0.09855133601715635,0.0008095890950425684,0.8095890950425684,P-62m,189,6,121.73006852565683,865604,Li5Mg
Ag,107.868,172.0,1.93,7.576,1.302,55.0,8.856463992003352,17.712927984006704,0.5,0.5,0.017712927984006706,0.0005398686142077797,0.5398686142077797,I4_1/amd,141,4,65.61940263928555,1018026,LiAg
Sn,118.71,217.0,1.96,7.344,1.2,53.0,12.30140204038072,15.195849579293833,0.8095238095238095,0.19047619047619047,0.06458236071199878,0.0006795377954233654,0.6795377954233655,F-43m,216,105,1900.7731769139552,573471,Li17Sn4
